funding_amount,num_funding_rounds,industry_sector,location,num_milestones,team_size,years_active,success_probability,success_outcome
22.64,3,CleanTech,New York,9,40,9.5,72.02,1
14.03,4,FinTech,Bangalore,11,72,11.7,67.82,0
79.7,5,CleanTech,Berlin,12,98,7.8,68.76,1
7.38,4,EdTech,Austin,1,59,4.1,55.77,1
10.1,6,E-commerce,Berlin,13,129,6.1,62.69,0
18.37,6,CleanTech,Singapore,0,198,9.9,65.09,1
43.77,4,EdTech,Boston,4,115,3.4,54.78,1
4.07,7,EdTech,Boston,5,113,3.0,68.22,1
4.9,2,FinTech,Toronto,15,16,8.8,69.75,0
2.37,7,AI/ML,New York,3,71,5.5,68.82,1
18.78,3,CleanTech,San Francisco,14,202,9.9,69.72,1
5.94,4,SaaS,Berlin,17,203,2.0,57.36,0
12.37,2,HealthTech,Bangalore,17,27,4.2,56.37,1
35.21,4,EdTech,London,5,6,3.4,51.47,0
9.57,3,SaaS,New York,1,208,8.5,63.27,0
22.9,5,Cybersecurity,London,3,45,9.2,69.86,0
13.47,1,FinTech,Austin,13,144,5.6,58.21,1
35.59,6,EdTech,Toronto,3,207,5.9,63.8,1
29.23,7,E-commerce,Berlin,11,197,1.8,62.45,0
9.1,4,HealthTech,Boston,6,138,8.5,66.53,0
15.35,4,Cybersecurity,Berlin,13,95,11.9,70.74,0
51.61,5,Cybersecurity,Berlin,10,193,9.4,74.83,1
26.93,2,SaaS,Berlin,10,174,2.9,48.6,1
4.5,6,E-commerce,Boston,14,209,7.6,75.2,1
35.01,2,CleanTech,London,17,129,3.8,59.9,0
6.14,5,E-commerce,San Francisco,6,235,0.7,61.02,0
74.63,3,HealthTech,Seattle,9,192,2.4,63.47,0
50.61,6,FinTech,Boston,11,17,1.5,58.63,1
24.29,6,EdTech,London,14,74,2.6,59.19,0
21.27,2,HealthTech,Bangalore,8,200,9.6,61.54,1
14.75,5,EdTech,Bangalore,6,30,3.7,55.83,1
35.82,4,E-commerce,Seattle,15,177,9.2,71.84,1
12.54,3,AI/ML,Berlin,17,86,11.4,69.37,1
23.0,5,HealthTech,New York,10,53,7.0,71.02,0
43.46,7,FinTech,Seattle,1,135,6.0,58.79,0
10.36,1,HealthTech,Berlin,5,233,9.1,60.79,1
9.81,7,SaaS,Berlin,8,224,1.4,68.49,1
5.5,6,CleanTech,Bangalore,12,102,5.3,64.48,1
6.27,4,EdTech,Seattle,12,2,6.1,53.53,0
2.92,5,EdTech,Bangalore,14,222,10.0,67.29,1
37.71,3,AI/ML,Bangalore,0,224,9.8,50.99,1
110.93,1,FinTech,London,8,152,10.2,63.43,1
75.59,5,HealthTech,San Francisco,12,157,8.5,77.44,0
3.57,6,FinTech,Boston,17,132,6.5,68.74,1
37.52,2,AI/ML,Singapore,2,5,10.0,58.29,1
75.35,6,SaaS,London,15,41,10.5,66.11,1
11.51,6,AI/ML,Bangalore,0,37,5.9,53.89,1
20.11,6,AI/ML,Toronto,3,228,11.8,78.93,1
2.44,3,SaaS,San Francisco,15,14,10.5,69.96,1
23.73,3,CleanTech,Toronto,14,140,6.3,57.04,0
6.27,3,Cybersecurity,Boston,17,91,1.1,53.93,1
22.19,6,FinTech,Toronto,10,3,2.9,59.09,1
3.81,7,Cybersecurity,London,11,229,9.4,71.54,0
31.28,3,HealthTech,Seattle,9,6,1.6,43.96,0
50.63,7,HealthTech,San Francisco,9,214,5.8,73.18,1
8.3,4,AI/ML,New York,9,194,7.4,71.75,1
5.83,3,FinTech,London,5,198,10.6,71.69,1
2.1,1,EdTech,London,15,42,10.2,65.35,1
13.92,5,HealthTech,London,6,220,9.2,65.81,0
10.16,5,SaaS,New York,10,150,5.1,66.91,1
3.85,7,CleanTech,London,12,101,2.0,63.11,0
28.59,6,Cybersecurity,San Francisco,9,170,8.1,73.66,0
11.59,1,HealthTech,New York,11,86,2.4,53.94,1
6.2,4,AI/ML,Seattle,0,71,6.9,57.93,0
10.44,6,SaaS,Berlin,5,73,11.8,60.86,1
53.05,4,SaaS,Berlin,8,143,6.7,70.11,1
33.21,4,E-commerce,Bangalore,7,151,7.9,65.31,0
15.96,6,Cybersecurity,Toronto,16,61,8.2,65.13,1
33.75,5,SaaS,Boston,16,62,10.0,74.1,0
5.69,5,FinTech,Singapore,12,236,5.4,65.85,1
18.77,4,Cybersecurity,San Francisco,6,129,6.1,64.77,1
21.06,2,Cybersecurity,Toronto,0,215,2.4,46.22,0
11.36,4,EdTech,Boston,13,83,7.5,67.21,1
28.09,7,AI/ML,Singapore,15,73,3.8,66.37,1
8.33,5,CleanTech,Bangalore,8,72,6.2,58.52,1
30.26,5,AI/ML,Singapore,14,133,9.3,77.27,1
31.56,1,SaaS,Bangalore,16,195,0.5,51.04,1
0.98,7,Cybersecurity,San Francisco,9,126,6.9,71.79,0
59.76,2,CleanTech,New York,3,75,2.3,56.05,1
0.86,7,AI/ML,Berlin,0,240,3.6,59.2,1
9.82,4,HealthTech,London,13,143,0.7,57.26,0
50.67,7,SaaS,New York,10,99,2.3,68.24,0
13.23,7,E-commerce,Singapore,2,4,11.8,61.14,0
4.19,6,EdTech,San Francisco,0,141,12.0,71.15,0
6.09,7,AI/ML,Bangalore,17,156,8.7,72.47,1
50.75,5,E-commerce,New York,5,232,7.5,71.06,1
2.66,6,FinTech,Seattle,5,59,9.4,72.96,1
56.2,2,AI/ML,Toronto,11,42,10.8,69.27,1
17.2,1,E-commerce,London,6,249,6.4,50.54,0
5.52,4,HealthTech,Singapore,16,138,0.7,58.0,1
10.14,6,AI/ML,Singapore,12,8,8.6,64.97,0
6.57,6,E-commerce,Bangalore,6,28,11.8,68.95,0
43.22,4,FinTech,Seattle,4,119,3.3,50.99,0
37.8,4,E-commerce,Bangalore,15,155,5.7,56.11,1
3.26,5,EdTech,London,10,62,4.5,66.45,0
12.14,7,SaaS,Toronto,16,92,4.9,69.98,0
7.67,6,E-commerce,Singapore,6,184,8.7,67.44,0
66.25,1,FinTech,New York,0,241,4.7,50.89,0
4.71,5,FinTech,Berlin,16,123,11.3,70.18,1
90.4,3,SaaS,Toronto,4,105,9.5,66.39,1
17.58,6,Cybersecurity,New York,15,91,0.6,61.95,1
5.69,4,FinTech,Toronto,12,35,9.9,73.86,1
9.23,7,CleanTech,New York,4,15,9.3,68.91,1
8.15,4,FinTech,Toronto,13,208,6.3,66.7,1
5.08,5,SaaS,Singapore,1,11,6.1,51.54,0
19.98,1,SaaS,New York,7,205,10.1,64.4,1
5.32,7,SaaS,Singapore,6,63,5.3,67.3,0
2.05,2,FinTech,New York,11,174,2.2,55.75,1
12.43,3,CleanTech,London,9,237,4.0,58.34,1
3.0,6,EdTech,Bangalore,11,187,3.4,63.45,1
8.57,7,CleanTech,Austin,8,182,8.3,77.12,1
7.32,4,E-commerce,New York,13,67,2.4,58.3,0
7.6,4,AI/ML,Seattle,2,150,7.8,70.6,1
134.42,1,EdTech,Boston,12,161,5.8,61.79,1
19.23,7,E-commerce,San Francisco,0,107,10.1,73.66,1
23.23,1,Cybersecurity,Seattle,1,11,6.0,48.62,0
3.08,1,Cybersecurity,Austin,13,228,11.2,66.15,1
9.45,4,Cybersecurity,New York,2,50,10.8,67.11,1
22.54,1,HealthTech,Austin,13,243,2.5,58.59,0
6.52,2,AI/ML,San Francisco,2,233,8.3,68.35,0
45.06,5,SaaS,Bangalore,2,6,2.8,53.99,1
5.46,5,Cybersecurity,Bangalore,16,185,9.9,75.15,0
13.65,3,Cybersecurity,Boston,3,159,7.7,61.27,1
10.11,6,CleanTech,Toronto,16,59,3.7,66.97,0
21.42,5,HealthTech,Seattle,6,203,3.2,67.99,1
9.58,2,EdTech,Bangalore,14,29,5.3,57.74,1
13.86,5,E-commerce,New York,16,63,9.7,70.88,0
14.35,5,E-commerce,Austin,2,237,9.6,69.63,1
8.72,6,EdTech,Singapore,5,186,0.7,53.94,0
29.52,2,HealthTech,Austin,10,29,3.8,56.99,0
23.07,2,HealthTech,Toronto,15,37,5.2,59.98,0
16.63,3,E-commerce,Seattle,3,65,7.2,53.09,0
11.82,3,SaaS,Seattle,3,19,2.0,53.59,0
40.31,7,SaaS,Seattle,6,47,4.2,61.34,1
14.36,6,CleanTech,Singapore,3,143,10.7,69.67,1
13.37,4,FinTech,San Francisco,4,3,5.9,60.34,0
20.18,4,CleanTech,Singapore,2,73,9.0,60.73,1
99.15,7,EdTech,Singapore,14,79,6.0,69.92,1
4.76,4,Cybersecurity,Toronto,14,242,5.7,65.37,1
39.25,2,Cybersecurity,Bangalore,2,243,7.6,57.14,0
2.74,1,AI/ML,Singapore,9,211,3.3,58.67,0
22.58,3,EdTech,London,11,86,3.2,54.09,1
87.8,5,HealthTech,Seattle,11,132,11.9,82.81,1
29.63,4,HealthTech,Boston,17,127,10.5,72.59,0
21.56,3,Cybersecurity,Toronto,11,215,8.9,62.83,1
10.38,4,HealthTech,Boston,12,186,1.9,56.54,0
18.75,7,SaaS,London,0,226,0.7,63.8,0
14.12,7,SaaS,San Francisco,1,138,2.4,61.85,0
8.28,2,E-commerce,Boston,11,229,11.3,61.28,1
13.6,1,CleanTech,Austin,16,186,9.9,68.26,0
22.16,2,AI/ML,Seattle,7,185,6.4,62.05,0
8.44,6,CleanTech,London,11,166,11.6,77.52,1
8.12,4,AI/ML,Singapore,3,85,2.0,61.17,0
4.66,7,SaaS,Seattle,8,152,6.8,72.01,1
26.86,5,HealthTech,New York,13,90,2.4,73.29,0
31.35,4,HealthTech,London,11,163,3.9,56.98,0
22.91,2,SaaS,San Francisco,2,65,11.3,62.8,1
47.71,3,FinTech,Toronto,15,200,10.5,70.35,1
19.84,2,EdTech,Singapore,16,143,1.5,63.45,1
26.9,4,SaaS,Austin,8,178,3.2,68.43,1
24.63,2,SaaS,Austin,6,57,7.3,65.68,0
16.58,3,CleanTech,San Francisco,9,198,1.0,53.9,1
10.69,1,Cybersecurity,Boston,14,201,6.7,58.99,0
166.36,6,E-commerce,San Francisco,8,38,7.1,65.66,1
11.57,7,FinTech,Bangalore,0,88,3.7,57.23,0
9.34,4,SaaS,New York,1,170,3.7,64.85,0
28.05,4,E-commerce,Berlin,14,218,3.0,58.55,0
23.38,7,AI/ML,London,14,184,11.2,79.24,0
4.46,4,SaaS,Austin,13,118,4.8,65.92,0
55.85,5,SaaS,Toronto,2,76,7.1,56.95,0
16.54,3,SaaS,New York,3,227,3.8,59.51,0
5.98,4,AI/ML,Toronto,7,218,8.5,64.17,1
59.67,4,HealthTech,Singapore,4,224,1.5,57.4,1
33.98,5,AI/ML,Berlin,6,77,1.1,57.05,1
5.13,5,HealthTech,Toronto,10,110,9.0,67.14,0
107.47,4,E-commerce,Seattle,5,62,8.8,66.31,0
35.12,1,CleanTech,Austin,2,238,3.4,52.83,0
17.99,7,AI/ML,New York,7,217,4.5,70.55,0
89.14,7,SaaS,Bangalore,13,44,11.5,77.11,1
21.31,2,Cybersecurity,Seattle,11,63,1.5,50.63,0
17.67,3,E-commerce,Toronto,5,138,2.4,55.88,1
9.39,7,SaaS,Boston,5,105,5.3,66.93,1
32.52,3,FinTech,Bangalore,10,116,3.6,57.67,0
29.27,6,FinTech,Toronto,3,93,7.9,65.63,1
18.44,6,HealthTech,Boston,15,169,8.4,72.87,1
8.25,7,HealthTech,Seattle,15,224,6.5,79.38,1
20.7,1,E-commerce,Singapore,0,229,7.5,52.76,0
16.95,4,AI/ML,Austin,17,114,5.4,61.99,1
4.79,4,Cybersecurity,San Francisco,0,207,9.2,69.43,1
4.17,6,AI/ML,Austin,8,174,0.8,60.4,1
31.98,2,Cybersecurity,London,12,50,4.0,59.78,1
1.35,3,AI/ML,New York,5,198,8.3,64.46,1
22.32,2,EdTech,Boston,3,88,4.2,59.08,1
11.27,6,E-commerce,Bangalore,0,157,1.2,49.51,1
67.24,7,SaaS,San Francisco,13,180,4.3,76.8,0
11.1,1,EdTech,San Francisco,0,236,8.6,52.62,0
35.15,2,SaaS,Seattle,8,237,1.7,54.85,1
12.22,3,E-commerce,San Francisco,7,201,8.8,71.66,1
20.36,7,SaaS,San Francisco,17,127,9.4,77.77,1
37.97,4,E-commerce,New York,16,101,7.7,75.56,1
11.44,2,Cybersecurity,New York,14,111,3.2,57.75,1
49.23,3,SaaS,Toronto,13,237,9.7,70.19,0
6.73,5,EdTech,New York,9,52,2.8,67.36,1
24.4,3,SaaS,London,6,132,10.9,63.26,1
45.72,1,CleanTech,Singapore,2,170,8.6,51.86,0
35.16,6,HealthTech,Berlin,17,7,0.9,55.35,0
123.53,3,Cybersecurity,Berlin,6,159,9.7,71.26,1
8.47,2,SaaS,Boston,7,66,6.2,51.96,0
4.58,6,CleanTech,Toronto,2,71,5.6,63.92,1
6.72,6,CleanTech,San Francisco,4,156,5.2,68.68,1
35.18,2,CleanTech,New York,11,4,7.4,66.89,0
29.9,1,Cybersecurity,Toronto,7,40,8.8,64.47,1
20.13,1,HealthTech,San Francisco,10,114,10.8,69.63,0
5.91,6,AI/ML,New York,3,146,3.5,70.69,1
39.13,5,FinTech,New York,1,29,7.7,67.52,1
5.34,6,EdTech,San Francisco,15,91,8.3,69.81,1
57.91,5,FinTech,New York,7,78,8.2,66.59,0
316.54,3,E-commerce,London,6,134,6.1,59.8,0
26.22,5,AI/ML,Berlin,5,76,4.9,64.23,0
32.56,6,E-commerce,San Francisco,11,2,9.2,68.18,1
11.1,3,HealthTech,Bangalore,10,133,3.8,49.63,0
2.97,7,EdTech,San Francisco,7,212,2.7,64.57,1
9.95,7,E-commerce,Berlin,16,147,6.7,69.65,1
6.09,6,CleanTech,Toronto,16,91,3.4,65.6,1
4.28,7,Cybersecurity,London,3,121,0.7,67.81,0
101.73,3,FinTech,Seattle,11,36,0.9,57.4,1
23.88,1,SaaS,New York,17,60,8.4,59.89,1
26.57,4,FinTech,Austin,8,110,11.7,65.68,0
13.34,6,CleanTech,Toronto,0,148,5.6,63.29,1
15.29,6,FinTech,Boston,2,122,2.0,57.43,0
47.68,3,CleanTech,San Francisco,12,240,9.9,74.27,1
17.6,3,HealthTech,Singapore,16,160,3.4,67.03,1
30.9,4,FinTech,Berlin,2,7,11.9,59.61,0
14.94,6,Cybersecurity,San Francisco,9,132,6.9,73.82,1
12.91,1,SaaS,San Francisco,8,146,3.0,61.83,0
4.45,3,SaaS,New York,5,12,6.1,62.45,1
2.51,2,E-commerce,San Francisco,11,97,4.2,47.35,0
13.99,6,EdTech,Berlin,15,218,9.4,68.96,1
19.23,4,E-commerce,New York,4,90,1.5,48.91,0
5.02,1,SaaS,Berlin,0,115,10.3,59.39,1
17.56,2,EdTech,New York,6,56,9.3,64.14,0
19.18,1,SaaS,Bangalore,5,21,10.4,47.53,1
2.1,4,FinTech,Singapore,13,80,10.8,69.71,1
7.28,7,EdTech,Boston,9,193,3.0,68.14,1
27.31,4,AI/ML,Seattle,0,245,6.4,63.64,1
26.76,7,HealthTech,San Francisco,6,165,10.2,77.7,1
5.73,6,FinTech,San Francisco,13,208,4.7,69.29,0
21.29,7,E-commerce,London,8,163,1.0,57.69,0
50.52,3,SaaS,San Francisco,10,165,3.7,62.85,0
39.53,7,HealthTech,Berlin,4,107,3.1,65.22,1
16.52,2,E-commerce,Boston,5,17,10.5,62.96,1
11.38,4,CleanTech,New York,2,103,5.7,63.73,0
9.69,5,FinTech,London,1,216,8.3,68.3,1
29.02,3,HealthTech,London,0,135,11.6,70.62,1
22.09,2,EdTech,Singapore,11,190,3.8,54.97,0
34.1,1,E-commerce,New York,2,14,9.2,49.18,0
20.74,1,FinTech,London,10,51,0.6,53.58,0
41.21,4,CleanTech,Toronto,17,76,1.5,58.16,1
19.98,7,EdTech,Austin,12,91,2.2,65.48,1
39.83,2,HealthTech,Toronto,10,246,4.0,53.88,1
43.42,4,CleanTech,Singapore,2,116,5.0,66.88,1
8.13,7,FinTech,Seattle,8,166,5.9,73.86,1
2.98,6,HealthTech,Toronto,16,161,3.2,64.03,0
85.07,1,Cybersecurity,Bangalore,6,105,1.1,46.2,1
23.49,4,AI/ML,Austin,14,241,8.2,74.98,1
3.27,2,SaaS,Bangalore,12,57,0.6,44.89,0
8.9,2,E-commerce,San Francisco,4,10,9.8,68.87,1
39.33,2,E-commerce,New York,2,186,11.2,62.3,1
13.74,5,AI/ML,San Francisco,0,164,8.6,74.71,0
10.89,2,FinTech,Boston,4,66,7.3,60.0,1
73.76,2,AI/ML,Bangalore,5,217,8.0,70.88,0
6.38,2,EdTech,Berlin,11,42,7.9,55.58,1
8.18,3,CleanTech,Berlin,10,64,11.2,67.01,1
22.45,5,AI/ML,San Francisco,8,40,11.6,77.83,1
26.86,3,FinTech,London,13,48,5.3,65.88,1
29.85,3,Cybersecurity,Boston,13,182,7.5,71.38,1
45.21,4,EdTech,Seattle,12,176,9.7,68.05,1
22.17,5,EdTech,Austin,16,161,0.3,58.76,0
29.65,1,Cybersecurity,Austin,6,215,6.5,65.16,1
14.02,7,CleanTech,Bangalore,14,19,7.9,66.05,1
19.35,7,CleanTech,London,7,155,8.7,75.15,1
20.24,5,E-commerce,Seattle,3,30,4.6,57.2,1
22.54,5,Cybersecurity,San Francisco,2,239,3.8,65.09,0
39.35,5,FinTech,Singapore,1,159,2.4,59.61,1
31.66,4,AI/ML,Seattle,17,190,6.8,67.25,1
19.0,3,EdTech,Boston,3,143,11.1,64.98,1
8.09,3,SaaS,Berlin,15,97,10.8,69.36,1
19.45,2,HealthTech,New York,14,172,4.5,61.65,0
17.67,6,HealthTech,London,7,209,3.3,72.43,1
22.05,3,SaaS,Toronto,16,46,9.5,70.39,0
165.1,2,Cybersecurity,Seattle,16,218,8.8,70.1,1
10.76,7,E-commerce,San Francisco,16,182,6.2,68.89,1
27.72,4,EdTech,Austin,8,23,4.9,54.58,1
52.9,5,SaaS,San Francisco,5,234,1.7,70.95,1
20.05,2,AI/ML,London,0,46,9.5,56.29,1
188.26,2,HealthTech,Boston,15,151,7.5,67.13,1
12.45,6,AI/ML,New York,15,34,4.7,69.92,0
25.13,4,E-commerce,Berlin,9,50,11.0,66.01,0
8.18,2,HealthTech,New York,1,161,8.0,56.81,1
12.79,6,AI/ML,Boston,14,170,11.2,74.88,1
23.31,3,E-commerce,Bangalore,5,172,5.9,55.92,0
42.36,5,AI/ML,San Francisco,9,87,5.6,66.94,1
25.01,3,EdTech,Austin,11,205,11.3,74.07,1
64.01,4,AI/ML,Boston,2,14,11.5,68.47,0
16.53,6,CleanTech,London,1,213,11.5,70.22,1
13.04,7,HealthTech,Austin,1,76,9.9,71.35,1
271.51,2,AI/ML,Bangalore,17,155,5.7,67.28,1
26.96,5,E-commerce,San Francisco,17,226,2.8,63.23,1
8.85,7,EdTech,Bangalore,7,65,4.8,67.51,0
9.08,5,SaaS,London,7,103,11.3,67.98,0
7.08,2,Cybersecurity,San Francisco,7,207,4.6,65.87,0
46.37,2,EdTech,New York,6,216,9.2,65.0,1
12.62,2,AI/ML,New York,9,60,11.1,69.03,0
20.64,1,HealthTech,Austin,6,128,11.7,63.47,0
17.06,6,Cybersecurity,Boston,11,84,11.4,71.06,1
37.77,7,AI/ML,Berlin,6,130,6.8,65.49,0
7.79,4,CleanTech,Boston,11,96,6.1,60.42,0
6.2,5,AI/ML,Singapore,17,3,11.9,73.4,0
22.74,6,EdTech,Austin,3,231,2.9,56.79,0
33.15,3,EdTech,Austin,1,160,2.5,44.94,1
25.34,4,E-commerce,Austin,9,116,11.6,66.16,1
8.09,5,CleanTech,Boston,2,28,8.4,61.73,0
35.78,3,HealthTech,Toronto,4,19,6.6,57.36,0
8.64,1,CleanTech,Austin,14,120,1.8,51.17,1
10.79,4,CleanTech,Austin,7,162,6.3,67.66,1
7.07,6,FinTech,Bangalore,9,66,11.3,77.71,1
66.76,1,FinTech,Berlin,13,186,7.4,71.39,0
34.24,2,E-commerce,New York,2,99,5.0,47.51,0
33.28,2,CleanTech,Toronto,8,4,6.7,50.53,1
63.26,6,SaaS,New York,0,135,10.7,73.46,1
302.67,4,E-commerce,New York,8,46,11.0,68.34,1
3.29,4,Cybersecurity,Seattle,4,5,5.0,60.07,0
8.69,5,EdTech,Berlin,16,34,7.4,65.71,1
9.81,2,HealthTech,New York,4,72,3.6,62.81,1
7.76,5,Cybersecurity,Singapore,3,129,5.6,67.76,1
6.19,1,EdTech,New York,0,247,2.9,52.28,0
13.47,1,SaaS,Singapore,2,56,6.5,52.49,0
5.38,6,SaaS,San Francisco,3,16,7.1,65.5,1
25.41,5,AI/ML,Seattle,4,49,4.3,62.26,1
19.14,2,EdTech,Berlin,13,81,3.5,47.8,1
29.4,4,E-commerce,Austin,15,52,2.1,62.93,0
30.2,1,E-commerce,Berlin,15,81,1.9,53.57,0
33.22,5,HealthTech,Berlin,17,242,8.6,71.31,1
12.51,6,SaaS,Berlin,16,96,2.9,69.5,0
151.58,2,FinTech,Boston,8,159,1.7,54.64,0
22.98,3,HealthTech,Singapore,7,171,12.0,63.93,1
2.82,2,Cybersecurity,Singapore,11,34,3.3,58.64,0
6.67,3,AI/ML,Boston,5,63,10.8,63.14,0
3.19,2,AI/ML,Singapore,10,105,7.4,62.46,0
18.49,2,Cybersecurity,Bangalore,17,116,8.7,66.01,0
16.09,4,E-commerce,Toronto,3,5,6.9,56.73,1
11.38,7,CleanTech,Singapore,13,161,2.4,68.75,1
135.77,6,E-commerce,Singapore,16,76,10.2,75.03,1
31.47,3,SaaS,Toronto,9,81,10.0,69.07,1
37.57,7,E-commerce,Austin,6,151,4.4,62.36,1
7.16,2,EdTech,Singapore,4,237,9.2,63.04,1
6.69,7,Cybersecurity,New York,3,216,6.7,64.84,0
18.86,3,HealthTech,Boston,5,244,10.9,75.51,1
21.61,4,Cybersecurity,Bangalore,13,104,9.7,63.94,0
2.84,2,Cybersecurity,Austin,9,31,0.8,48.23,0
15.18,6,HealthTech,Toronto,3,55,10.6,65.49,1
18.43,3,E-commerce,Seattle,9,87,11.6,65.01,1
14.66,7,Cybersecurity,Austin,14,76,9.0,74.2,1
8.06,1,AI/ML,San Francisco,0,53,1.7,45.83,0
10.6,4,EdTech,London,0,39,9.7,65.36,1
15.23,2,Cybersecurity,Seattle,17,48,7.9,65.1,0
19.9,7,AI/ML,London,13,165,4.3,69.91,1
33.27,3,FinTech,San Francisco,10,123,10.6,71.85,1
53.56,5,HealthTech,Austin,16,11,6.9,71.22,1
13.54,7,E-commerce,San Francisco,10,141,10.3,78.28,1
11.52,4,SaaS,Boston,9,210,8.1,63.64,1
28.15,1,HealthTech,Bangalore,3,107,3.7,49.23,0
33.48,2,CleanTech,New York,14,81,11.7,71.16,1
11.77,2,FinTech,Berlin,13,69,7.0,63.71,0
40.06,7,HealthTech,San Francisco,5,96,6.3,68.03,0
48.4,7,SaaS,London,13,71,5.0,72.88,0
66.13,4,FinTech,Bangalore,13,231,1.9,57.76,1
107.59,7,SaaS,Boston,1,248,8.3,76.16,1
7.64,2,Cybersecurity,New York,2,87,5.3,59.34,1
18.43,5,Cybersecurity,London,10,231,11.2,71.12,1
18.38,3,CleanTech,Austin,11,213,11.6,68.3,1
16.48,2,EdTech,Toronto,11,20,9.3,57.6,1
9.49,2,FinTech,Toronto,6,123,3.1,56.02,0
4.11,3,CleanTech,Berlin,15,164,8.7,64.76,1
19.94,3,EdTech,Berlin,8,106,0.5,46.33,0
8.43,2,E-commerce,Berlin,3,115,10.0,54.17,0
19.81,3,FinTech,Singapore,2,124,6.1,63.03,1
8.21,1,E-commerce,Seattle,15,172,11.3,66.65,1
6.05,7,AI/ML,Bangalore,12,74,4.7,68.89,1
22.97,3,Cybersecurity,Boston,8,150,3.4,61.05,1
21.13,1,FinTech,San Francisco,3,62,11.9,64.26,0
32.44,5,SaaS,Berlin,1,222,6.5,64.59,0
161.72,7,Cybersecurity,Berlin,2,22,10.4,79.88,1
23.98,3,SaaS,Bangalore,1,18,11.0,66.35,1
29.52,6,E-commerce,Boston,9,11,6.4,62.36,1
6.19,5,HealthTech,Seattle,3,88,5.6,61.51,1
5.02,6,E-commerce,London,2,152,6.8,52.16,1
88.48,3,EdTech,Boston,5,246,10.2,71.67,1
7.22,1,AI/ML,Singapore,12,114,11.6,71.01,1
6.4,3,Cybersecurity,Seattle,8,47,4.1,56.02,0
17.48,7,E-commerce,Singapore,2,93,8.9,62.52,0
16.61,6,SaaS,Seattle,13,33,3.6,59.52,0
7.37,6,HealthTech,Austin,8,119,7.4,71.51,1
13.4,7,EdTech,Bangalore,3,182,9.7,70.11,0
62.14,3,CleanTech,London,12,10,10.7,69.16,0
8.12,3,HealthTech,Singapore,17,194,5.5,64.55,1
4.51,7,E-commerce,London,9,58,4.6,68.82,1
46.65,5,SaaS,Boston,2,168,3.3,62.66,1
29.73,3,EdTech,Bangalore,5,204,1.9,57.05,0
9.77,2,E-commerce,Boston,10,194,4.6,47.73,1
3.74,7,EdTech,Bangalore,17,168,10.5,69.5,0
8.63,1,EdTech,Seattle,16,174,5.2,55.92,1
17.21,1,AI/ML,San Francisco,16,48,4.0,64.21,0
58.3,6,CleanTech,San Francisco,14,35,8.9,79.01,1
6.45,1,CleanTech,Bangalore,10,96,2.8,50.09,1
16.7,2,E-commerce,London,11,152,3.3,53.09,0
35.7,7,E-commerce,Boston,13,155,11.3,69.12,0
1.68,3,CleanTech,Toronto,12,194,1.3,57.87,0
51.1,6,EdTech,Berlin,11,78,5.2,63.01,1
5.57,4,EdTech,Berlin,2,216,7.0,72.37,1
25.33,1,SaaS,Berlin,15,113,3.0,51.5,1
23.26,2,E-commerce,New York,0,63,3.6,58.06,1
53.76,6,E-commerce,San Francisco,7,184,2.9,67.81,0
31.53,1,HealthTech,Singapore,7,33,4.3,49.52,0
1.69,5,CleanTech,San Francisco,17,102,10.8,74.36,1
8.29,3,EdTech,Singapore,1,195,5.3,58.9,1
20.87,3,Cybersecurity,New York,8,193,5.2,62.79,0
14.95,7,E-commerce,Austin,6,65,4.8,67.67,0
29.3,5,Cybersecurity,Singapore,1,43,11.6,72.0,1
40.02,5,E-commerce,Berlin,4,9,1.7,54.4,1
33.4,3,AI/ML,Singapore,7,24,10.5,67.59,0
14.67,3,HealthTech,Berlin,16,206,4.1,56.99,1
2.87,5,SaaS,San Francisco,6,196,11.5,73.94,1
11.53,1,CleanTech,Toronto,15,127,4.0,55.53,1
27.56,2,SaaS,Austin,13,143,1.3,46.56,1
6.11,5,FinTech,New York,14,83,6.4,69.69,0
34.17,5,HealthTech,Toronto,15,49,3.0,61.92,1
45.08,1,AI/ML,New York,12,4,9.1,56.46,1
20.63,6,E-commerce,London,13,168,8.0,69.54,1
0.85,4,Cybersecurity,Seattle,2,10,8.3,58.85,1
5.06,2,Cybersecurity,Singapore,12,28,2.6,61.82,1
119.84,6,AI/ML,San Francisco,0,198,8.6,72.52,1
10.52,7,AI/ML,New York,13,146,3.9,74.72,1
2.5,3,CleanTech,Seattle,11,123,12.0,69.2,1
62.51,2,FinTech,Seattle,13,56,8.9,58.81,1
18.42,3,AI/ML,Singapore,11,39,7.2,67.32,1
54.87,5,SaaS,Berlin,6,117,10.4,68.81,0
23.97,1,CleanTech,New York,6,90,7.2,57.85,1
28.75,4,CleanTech,Bangalore,10,134,6.8,59.88,0
26.13,1,E-commerce,Seattle,8,42,3.1,50.79,0
36.51,1,E-commerce,Bangalore,6,59,8.2,61.08,0
177.23,4,E-commerce,Bangalore,8,29,4.7,62.12,1
47.99,6,AI/ML,San Francisco,9,107,0.8,71.78,1
3.74,7,HealthTech,London,4,70,9.8,78.63,1
28.41,1,EdTech,Seattle,11,57,0.9,39.96,0
56.91,2,E-commerce,Seattle,5,138,8.2,56.3,1
60.5,3,AI/ML,Boston,4,125,2.1,50.16,1
11.86,5,HealthTech,London,7,54,5.4,67.56,1
58.26,7,Cybersecurity,Seattle,1,175,10.4,71.44,0
